,Line #,Name,Description,Designator,Revision ID,Revision Status,Quantity,Manufacturer 1,Manufacturer Part Number 1,Manufacturer Lifecycle 1,Supplier 1,Supplier Part Number 1,Supplier Unit Price 1,Supplier Subtotal 1
,59,FOD817A3SD,"Transistor Output Optocoupler, 1-Element, 5000V Isolation","U6, U7",Unknown server,Unknown server,2,onsemi,FOD817A3SD,Volume Production,Mouser,512-FOD817A3SD,0.6894,1.38
,63,L9963T,Power Supply Support Circuit,"U3A, U3B",Unknown server,Unknown server,2,STMicroelectronics,L9963T-TR,Volume Production,Mouser,511-L9963T-TR,9.84,19.67
,44,10uF 50V X7R 1206,10uF 50V X7R 1206,"C13A, C13B, C13C, C14A, C14B, C14C",Unknown server,Unknown server,6,Samsung,CL31B106KBHNNNE,Volume Production,Mouser,187-CL31B106KBHNNNE,0.50556,3.03
,50,220nF 50V X7R 0603,"Ceramic Capacitor, Multilayer, Ceramic, 50V, 10% +Tol, 10% -Tol, X7R, 15% TC, 0.00022uF, Surface Mount, 0603","C16A, C16B, C16C",Unknown server,Unknown server,3,Walsin Technologies,0603B221K500CT,Volume Production,Mouser,791-0603B221K500CT,0.02604,0.26044
,43,10nF 50V X7R 0603,10nF 50V X7R 0603,"C24, C25",Unknown server,Unknown server,2,Walsin Technologies,0603B103K500CT,Volume Production,Mouser,791-0603B103K500CT,0.01532,0.1532
,33,1N4448WQ-7-F,"Diode, SMD, 75V, 5%, 250mA, SOD123","D2, D7, D8, D12, D15",Unknown server,Unknown server,5,Diodes,1N4448WQ-7-F,Volume Production,Mouser,621-1N4448WQ-7-F,0.07354,0.73536
,65,LED 0805 RED,LED 0805 RED,"DS1, DS2",Unknown server,Unknown server,2,Broadcom Avago,HSMS-C170,Volume Production,Mouser,630-HSMS-C170,0.4596,0.9192
,61,IRF7495PBF,"MOSFET N, 100 V 4.6 A 2.5 W SO-8, IRF7495PBF, IR","Q1A, Q1B, Q1C",Unknown server,Unknown server,3,Infineon,IRF7495TRPBF,Volume Production,Mouser,942-IRF7495TRPBF,2.53,7.58
,75,TCAN337GDCNR,"Interface Circuit, PDSO8","U8A, U8B",Unknown server,Unknown server,2,Texas Instruments,TCAN337GDCNR,Volume Production,Mouser,595-TCAN337GDCNR,3.89,7.78
,69,NUP2105LT1G,"Trans Voltage Suppressor Diode, 350W, 24V V(RWM), Bidirectional, 2 Element, Silicon, TO-236AB","D20A, D20B",Unknown server,Unknown server,2,onsemi,NUP2105LT1G,Volume Production,Mouser,863-NUP2105LT1G,0.59748,1.19
,39,5k1 1% 0603,5k1 1% 0603 100 mW,"R15A, R15B, R15C",Unknown server,Unknown server,3,Yageo,RC0603FR-075K1L,Volume Production,Mouser,603-RC0603FR-075K1L,0.01379,0.13788
,73,STLINK-V3MODS,STLINK-V3 Modular In-Circuit Debugger and Programmer for STM32 Microcontrollers,U2,Unknown server,Unknown server,1,,,,,,,
,41,7k5 1% 0603,7k5 1% 0603 250mW,"R1, R2",Unknown server,Unknown server,2,Stackpole Electronics,RMCF0603FT7K50,Volume Production,Mouser,708-RMCF0603FT7K50,0.02604,0.26044
,40,"6k2 1% 0603, 6k2 1% 0603 TF",6k2 1% 0603 100mW Thick Film,"R3, R6",Unknown server,Unknown server,2,Stackpole Electronics,RMCF0603FT6K20,Volume Production,Mouser,708-RMCF0603FT6K20,0.02145,0.21448
,24,860020574012,"Aluminum Electrolytic Capacitor, Aluminum (wet)","C1, C2, C3",Unknown server,Unknown server,3,Wurth Electronics,860020574012,Volume Production,Mouser,710-860020574012,0.4596,1.38
,13,22pF 16V COG 0603,22pF 16V COG 0603,"C7A, C7B, C12A, C12B",Unknown server,Unknown server,4,Wurth Electronics,885012006019,Volume Production,Mouser,710-885012006019,0.0429,0.42896
,8,6n8 16V COG 0805,6n8 16V COG 0805,"C10A, C10B",Unknown server,Unknown server,2,KEMET,C0805C682J4GACTU,Volume Production,Mouser,80-C0805C682J4G,0.9192,1.84
,15,100n 50V X7R 0402,100n 50V X7R 0402,"C27, C29, C30, C31, C34, C35, C36, C37, C38, C39, C40, C41",Unknown server,Unknown server,12,Murata,GRM155R71H104KE14J,Volume Production,Mouser,81-GRM155R71H104KE4J,0.0337,0.40445
,6,4u7 16 V X7R 0603,4u7 16 V X7R 0603,"C32, C33",Unknown server,Unknown server,2,Murata,GRM21BR71C475KE51L,Volume Production,Mouser,81-GRM21BR71C475KE1L,0.19916,0.39832
,1,1u 25V X6S 0402,1u 25V X6S 0402,"C42, C44",Unknown server,Unknown server,2,Murata,GRM155C81E105KE11J,Volume Production,Mouser,81-GRM155C81E105KE1J,0.1532,0.3064
,10,10n 50V X7R 0402,10n 50V X7R 0402,"C43, C45",Unknown server,Unknown server,2,Wurth Electronics,885012205067,Volume Production,Mouser,710-885012205067,0.01532,0.1532
,4,2u2 100V X7R 1210,2u2 100V X7R 1210,"C47, C51",Unknown server,Unknown server,2,Samsung,CL32B225KCJSNNE,Volume Production,Mouser,187-CL32B225KCJSNNE,0.72004,1.44
,11,10uF 25V X7R 0805,10uF 25V X7R 0805,"C48, C52",Unknown server,Unknown server,2,Murata,GRM21BZ71E106KE15L,Volume Production,Mouser,81-GRM21BZ71E106KE5L,0.44428,0.88856
,7,4u7 25V X5R 0603,4u7 25V X5R 0603,"C49, C53",Unknown server,Unknown server,2,Murata,GRM188C81E475KE11D,Volume Production,Mouser,81-GRM188C81E475KE1D,0.33704,0.67408
,30,SMC30J28A,"Trans Voltage Suppressor Diode, 3000W, 28V V(RWM), Unidirectional, 1 Element, Silicon, DO-214AB",D3,Unknown server,Unknown server,1,STMicroelectronics,SMC30J28A,Volume Production,Mouser,511-SMC30J28A,1.78,1.78
,27,MBR0540T1G,"Rectifier Diode, Schottky, 1 Phase, 1 Element, 0.5A, 40V V(RRM), Silicon","D10, D11, D14, D17, D18",Unknown server,Unknown server,5,onsemi,MBR0540T1G,Volume Production,Mouser,863-MBR0540T1G,0.42896,2.14
,19,150353M153300,Triple Color LED,"DS6, DS8",Unknown server,Unknown server,2,Wurth Electronics,150353M153300,Volume Production,Mouser,710-150353M153300,0.90388,1.81
,23,74438357100,"74438357100 General Purpose Inductor, 10uH, 20%, 1 Element, Iron Alloy-Core, SMD, 1616",L1,Unknown server,Unknown server,1,Wurth Electronics,74438357100,,Mouser,710-74438357100,2.32,2.32
,22,74437324082,"General Purpose Inductor, 8.2uH, 20%, 1 Element, Powdered  Iron-Core, SMD, 1816",L2,Unknown server,Unknown server,1,Wurth Electronics,74437324082,Volume Production,Mouser,710-74437324082,2.6,2.6
,21,66201221022,"WR-MPC3 Dual Row Right Angled Header with Plastic Pegs, THT, pitch 3mm, 12pins",P1,Unknown server,Unknown server,1,Wurth Electronics,66201221022,Volume Production,Mouser,710-66201221022,1.36,1.36
,28,MMBT3904VL,Transistor Gp Bjt NPN 40V 0.2A 3-PIN SOT-23 T/r,"Q2, Q3",Unknown server,Unknown server,2,NXP Semiconductors,MMBT3904VL,Volume Production,Mouser,771-MMBT3904VL,0.1532,0.3064
,3,"2k2, 1%, 0603","2k2, 1%, 0603 250mW","R19, R21, R23, R25, R50",Unknown server,Unknown server,5,TE Connectivity,CRGP0603F2K2,Volume Production,Mouser,279-CRGP0603F2K2,0.12103,1.21
,18,330R 1% 0603,330R 1% 0603,R26,Unknown server,Unknown server,1,Panasonic,ERJ-PB3B3300V,New Product,Mouser,667-ERJ-PB3B3300V,0.24512,0.24512
,16,100R 1% 0603,100R 1% 0603 0.25W,"R31, R32",Unknown server,Unknown server,2,Vishay Dale,RCS0603100RFKEA,Volume Production,Mouser,71-RCS0603100RFKEA,0.19916,0.39832
,5,3k3 1% 0603,3k3 1% 0603 0.1 mW,"R37, R40",Unknown server,Unknown server,2,Panasonic,ERJ-3EKF3301V,Volume Production,Mouser,667-ERJ-3EKF3301V,0.18384,0.36768
,2,2k2 1% 0402,2k2 1% 0402 0.063W,"R43, R44",Unknown server,Unknown server,2,Walsin Technologies,WR04X2201FTL,Volume Production,Mouser,791-WR04X2201FTL,0.01072,0.10724
,9,10k 1% 0402,10k 1% 0402 0.063W,"R45, R46",Unknown server,Unknown server,2,Walsin Technologies,WR04X1002FTL,Volume Production,Mouser,791-WR04X1002FTL,0.01072,0.10724
,17,"118k 0.1% 0603, 22k1 0.1% 0603",22k1 0.1% 0603,"R48, R49",Unknown server,Unknown server,2,Panasonic,ERA-3AEB1403V,Volume Production,Mouser,667-ERA-3AEB1403V,0.1532,0.3064
,14,69k8 0.1% 0603,Res Thin Film 0603 69.8K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Molded SMD Punched Carrier T/R,R51,Unknown server,Unknown server,1,Panasonic,ERA-3AEB6982V,Not Recommended for New Design,Mouser,667-ERA-3AEB6982V,0.1532,0.1532
,12,22k1 0.1% 0603,"Fixed Resistor, Thin Film, 0.1W, 22100ohm, 75V, 0.1% +/-Tol, 25ppm/Cel, Surface Mount, 0603",R52,Unknown server,Unknown server,1,Panasonic,ERA-3AEB2212V,Volume Production,Mouser,667-ERA-3AEB2212V,0.1532,0.1532
,20,74942301,"WE-BMS Transformer for Battery Management Systems, SMT, 2 Port, 1000VDC",T1,Unknown server,Unknown server,1,Wurth Electronics,74942301,,Mouser,710-74942301,7.46,7.46
,67,MAX17608ATC+T,"Power Supply Support Circuit, Adjustable, 1 Channel, PDSO12",U1,Unknown server,Unknown server,1,Maxim,MAX17608ATC+T,Volume Production,Mouser,700-MAX17608ATC+T,7.84,7.84
,74,STM32G484QET6,"Arm Cortex-M4 MCU 170 MHz with 512 Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto",U10,Unknown server,Unknown server,1,STMicroelectronics,STM32G484QET6,Volume Production,Mouser,511-STM32G484QET6,15.66,15.66
,29,MX35LF1G24AD-Z4I-T,NAND Flash Memory 1Gbit Serial-SPI 3V 8-Pin WSON T/R,U11,Unknown server,Unknown server,1,Macronix,MX35LF1G24AD-Z4I/TR,,,,,
,25,AT24C16D-STUM-T,AT24C16D Series 16-Kbit (2K x 8) I²C-Compatible (2-Wire) Serial EEPROM-SOT-23-5,U12,Unknown server,Unknown server,1,Microchip,AT24C16D-STUM-T,,Mouser,556-AT24C16D-STUM-T,0.58216,0.58216
,26,LMR51610YFDBVR,SIMPLE SWITCHER POWER CONVERTER Buck Switching Regulator IC Positive Adjustable 0.8V 1 Output 1A SOT-23-6,"U13, U14",Unknown server,Unknown server,2,Texas Instruments,LMR51610YFDBVR,,Mouser,595-LMR51610YFDBVR,1.98,3.95
,66,LM74502DDFR,3.2-V to 65-V industrial RPP controller with load disconnect and OVP 8-SOT-23-THIN -40 to 125,"U4A, U4B, U4C",Unknown server,Unknown server,3,Texas Instruments,LM74502DDFR,Volume Production,Mouser,595-LM74502DDFR,2.45,7.35
